ORF	Length	uATGs	FE_atg	FE_cap	utr	utr_gc	polyA
YJL122W	2.24303804868629	0	0	-2.07	18	0.277777777777778	32.9
YJL123C	2.67942789661212	0	0	-17.6	9	0.555555555555556	25.7
YJL124C	2.23552844690755	NA	0	NA	NA	NA	3.7
YJL125C	2.58319877396862	0	-0.2	-6.6	53	0.415094339622642	33.6
YJL126W	2.48713837547719	0	0	-10.1	8	0.625	36.2
YJL127C	2.80617997398389	0	0	-3.4	69	0.376811594202899	32.7
YJL127C-B	1.7160033436348	NA	-3.2	NA	NA	NA	35.4
YJL128C	2.82477646247555	0	-2.7	-7.2	222	0.373873873873874	25.2
YJL129C	3.09166695759568	1	-4.9	-7.7	288	0.385416666666667	27.1
YJL130C	3.3451776165427	0	0	-1.6	116	0.353448275862069	24.1
YJL131C	2.55144999797288	NA	-1.4	NA	NA	NA	29
YJL132W	2.8750612633917	NA	-0.4	NA	NA	NA	NA
YJL133C-A	1.86923171973098	0	0	-4	30	0.4	31.6
YJL133W	2.49692964807321	1	0	-4.4	74	0.378378378378378	32.1
YJL134W	2.61172330800734	0	-0.6	-9.6	32	0.40625	29.3
YJL136C	1.93951925261862	0	0	-6.7	15	0.333333333333333	15.2
YJL136W-A	1.43136376415899	NA	0	NA	NA	NA	NA
YJL137C	2.57978359661681	NA	-2	NA	NA	NA	NA
YJL139C	2.63144376901317	NA	0	NA	NA	NA	29.2
YJL140W	2.34439227368511	1	-0.5	-8.9	95	0.357894736842105	34.8
YJL141C	2.90687353472207	1	-3.2	-9.6	89	0.370786516853933	34.1
YJL143W	2.19865708695442	0	-1.4	-7.7	31	0.419354838709677	27.6
YJL144W	2.01703333929878	NA	0	NA	NA	NA	NA
YJL145W	2.46834733041216	NA	0	NA	NA	NA	NA
YJL146W	2.67117284271508	NA	0	NA	NA	NA	NA
YJL147C	2.58206336291171	NA	-2.5	NA	NA	NA	NA
YJL148W	2.36735592102602	0	-1.2	-9.2	58	0.396551724137931	35.6
YJL149W	2.82151352840477	0	0	-1.9	46	0.391304347826087	28.3
YJL151C	2.12385164096709	0	0	-4	34	0.382352941176471	27.8
YJL153C	2.72672720902657	NA	-6.9	NA	NA	NA	NA
YJL154C	2.97497199429807	1	0	-9.2	91	0.362637362637363	21.3
YJL155C	2.65513843481138	0	0	-4.5	129	0.348837209302326	32.7
YJL156C	2.84447717574568	NA	-4.7	NA	NA	NA	24.1
YJL157C	2.91907809237607	0	-2.8	-9	47	0.382978723404255	29.9
YJL158C	2.35602585719312	0	0	0	43	0.372093023255814	25.2
YJL160C	2.45788189673399	NA	-2.6	NA	NA	NA	65.9
YJL161W	2.25527250510331	NA	-0.2	NA	NA	NA	29
YJL162C	2.76566855475901	2	-1	-11.4	69	0.376811594202899	35.5
YJL163C	2.74429298312268	NA	-4.4	NA	NA	NA	39.7
YJL164C	2.59879050676312	NA	-1.6	NA	NA	NA	14.1
YJL165C	2.93196611472817	0	0	-7.3	173	0.38728323699422	18.6
YJL166W	1.9731278535997	NA	0	NA	NA	NA	26.8
YJL167W	2.54654266347813	0	0	-5.9	57	0.385964912280702	27.1
YJL168C	2.86510397464113	0	-1.2	-12.4	94	0.361702127659574	30
YJL170C	2.32014628611105	NA	0	NA	NA	NA	28.3
YJL171C	2.59769518592551	0	0	-7.4	39	0.41025641025641	29.4
YJL172W	2.76042248342321	NA	0	NA	NA	NA	40.4
YJL173C	2.08635983067475	NA	0	NA	NA	NA	24.9
YJL174W	2.44090908206522	0	-2.8	-11.5	116	0.353448275862069	32.5
YJL176C	2.91645394854993	NA	-2.9	NA	NA	NA	33.6
YJL177W	2.26481782300954	0	0	-4.5	22	0.363636363636364	26.2
YJL178C	2.43296929087441	0	-1.1	-7.4	17	0.294117647058824	23.3
YJL179W	2.03742649794062	NA	0	NA	NA	NA	NA
YJL180C	2.51188336097887	NA	0	NA	NA	NA	28.2
YJL181W	2.78604121024255	0	-0.5	-10.8	23	0.347826086956522	23.7
YJL183W	2.62531245096167	0	-4.9	-11.6	66	0.393939393939394	17.8
YJL184W	2.0899051114394	0	-1.3	-9.6	44	0.363636363636364	25.8
YJL185C	2.46686762035411	NA	-1.1	NA	NA	NA	NA
YJL186W	2.76789761601809	0	0	-6.6	30	0.4	23.9
YJL187C	2.91328390176042	0	0	-5.9	94	0.361702127659574	30.2
YJL189W	1.70757017609794	0	0	-5	27	0.37037037037037	24.8
YJL190C	2.11394335230684	0	0	-7.9	17	0.294117647058824	21.7
YJL192C	2.36921585741014	0	-0.7	-9.5	7	0.714285714285714	24.1
YJL193W	2.60422605308447	0	-1	-10.5	8	0.625	37.2
YJL194W	2.71011736511182	NA	-1.3	NA	NA	NA	NA
YJL196C	2.49136169383427	0	-5.4	-12.9	24	0.333333333333333	28
YJL197W	3.0982975364947	0	-4	-14.3	55	0.4	25.1
YJL198W	2.94497590841205	NA	-3.5	NA	NA	NA	30.7
YJL200C	2.89707700320942	NA	-2.8	NA	NA	NA	39.3
YJL201W	2.77742682238931	0	-3.2	-11.5	4	0.75	25.4
YJL203W	2.44715803134222	NA	-5.2	NA	NA	NA	36.1
YJL204C	2.92427928606188	0	-0.3	-11.9	16	0.3125	29.2
YJL205C	1.72427586960079	NA	-2	NA	NA	NA	NA
YJL206C	2.87966920563205	NA	0	NA	NA	NA	41.7
YJL207C	3.3040594662176	NA	-1.5	NA	NA	NA	0.1
YJL208C	2.51719589794997	0	0	-18.1	1	1	26.8
YJL209W	2.81557774832427	NA	-1.8	NA	NA	NA	NA
YJL210W	2.43296929087441	0	0	-13	53	0.415094339622642	34.2
YJL212C	2.90254677931399	0	0	-9	29	0.379310344827586	24.6
YJL213W	2.51982799377572	8	-2.4	-4.9	344	0.406976744186047	55.1
YJL214W	2.75511226639507	NA	-1.8	NA	NA	NA	NA
YJL216C	2.76417613239033	NA	0	NA	NA	NA	NA
YJL217W	2.29666519026153	0	0	-8.4	8	0.625	26.4
YJL218W	2.29225607135648	NA	-1.5	NA	NA	NA	30.7
YJR001W	2.77959649125782	0	0	-8	43	0.372093023255814	25.7
YJR002W	2.77305469336426	0	-2.8	-10.2	31	0.419354838709677	28.3
YJR003C	2.71516735784846	0	-0.7	-12.4	2	1	31.5
YJR004C	2.81291335664286	0	-0.2	-6.2	49	0.408163265306122	45.1
YJR005C-A	1.96848294855394	NA	-0.8	NA	NA	NA	NA
YJR005W	2.84509804001426	0	-0.5	-12.6	58	0.396551724137931	22.8
YJR006W	2.68752896121463	0	-3.8	-12.1	9	0.555555555555556	36.1
YJR007W	2.48287358360875	NA	0	NA	NA	NA	NA
YJR008W	2.52891670027765	NA	-0.1	NA	NA	NA	30.4
YJR010C-A	1.9731278535997	0	0	-6.7	31	0.419354838709677	44.2
YJR010W	2.70842090013471	NA	0	NA	NA	NA	NA
YJR011C	2.41664050733828	0	-0.6	-5.4	46	0.391304347826087	42.6
YJR012C	2.31597034545692	NA	0	NA	NA	NA	1.3
YJR013W	2.60530504614111	NA	0	NA	NA	NA	NA
YJR014W	2.29666519026153	0	-0.7	-10.2	13	0.384615384615385	32.8
YJR015W	2.70757017609794	NA	0	NA	NA	NA	18.3
YJR016C	2.76715586608218	0	-1.5	-11.5	16	0.3125	24.8
YJR017C	2.23044892137827	0	-2.7	-14.1	23	0.347826086956522	28.4
YJR019C	2.54282542695918	NA	0	NA	NA	NA	28.8
YJR021C	2.49692964807321	0	-4.7	-10.9	27	0.37037037037037	47.2
YJR022W	2.03742649794062	0	-1.9	-4.2	29	0.379310344827586	33.3
YJR024C	2.38738982633873	NA	-1	NA	NA	NA	NA
YJR025C	2.24797326636181	NA	0	NA	NA	NA	5.4
YJR030C	2.87215627274829	NA	-1.7	NA	NA	NA	15.1
YJR031C	3.14860265480609	NA	0	NA	NA	NA	NA
YJR032W	2.59439255037543	NA	0	NA	NA	NA	NA
YJR033C	3.13257984765974	NA	-2	NA	NA	NA	6.4
YJR034W	2.03342375548695	0	-4.8	-5.6	68	0.382352941176471	23.7
YJR035W	3.03542973818455	NA	0	NA	NA	NA	NA
YJR036C	2.95036485437612	NA	-0.8	NA	NA	NA	50.6
YJR039W	3.04960561259497	NA	-3.5	NA	NA	NA	NA
YJR040W	2.89153745767256	1	0	-8.5	56	0.392857142857143	27.1
YJR041C	3.0696680969116	NA	-6	NA	NA	NA	NA
YJR042W	2.87157293554588	0	-5.1	-11.2	24	0.333333333333333	24.6
YJR043C	2.54406804435028	NA	-0.1	NA	NA	NA	33.5
YJR044C	2.14612803567824	NA	0	NA	NA	NA	29.3
YJR045C	2.81557774832427	0	0	-5.3	140	0.35	23.5
YJR046W	2.78103693862113	NA	-3.2	NA	NA	NA	12.5
YJR048W	2.03742649794062	0	0	-2.3	47	0.382978723404255	30.6
YJR049C	2.72427586960079	0	-4.3	-5.9	19	0.263157894736842	29.7
YJR050W	2.37106786227174	0	-1.4	-7.6	24	0.333333333333333	26.1
YJR051W	2.69983772586725	NA	-1.9	NA	NA	NA	34.1
YJR052W	2.75204844781944	0	-0.4	-4.2	7	0.714285714285714	25.3
YJR053W	2.75891189239797	NA	-1.6	NA	NA	NA	NA
YJR054W	2.69635638873333	NA	-0.1	NA	NA	NA	23.8
YJR055W	2.2148438480477	0	0	-9	11	0.454545454545455	20.7
YJR056C	2.37291200297011	0	-0.2	-11.5	167	0.383233532934132	30.5
YJR057W	2.33445375115093	0	-4.7	-9.2	11	0.454545454545455	31.3
YJR058C	2.16731733474818	0	-0.9	-13.8	39	0.41025641025641	32.7
YJR059W	2.91275330367132	0	-0.1	-8.1	73	0.383561643835616	24.3
YJR060W	2.54530711646582	NA	0	NA	NA	NA	NA
YJR061W	2.97081161087252	NA	0	NA	NA	NA	26.5
YJR062C	2.65991620006985	0	-4.9	-12.3	18	0.277777777777778	35.6
YJR063W	2.09691001300806	0	-0.3	-12.3	29	0.379310344827586	26.8
YJR064W	2.74973631556906	0	0	-8.8	37	0.405405405405405	21.3
YJR065C	2.65224634100332	0	-2.3	-9.6	27	0.37037037037037	29.7
YJR066W	3.39269695325967	NA	-3.4	NA	NA	NA	NA
YJR067C	2.14921911265538	NA	0	NA	NA	NA	18.7
YJR068W	2.54777470538782	NA	-3	NA	NA	NA	23.3
YJR069C	2.29446622616159	0	-1.6	-6.5	34	0.382352941176471	31.6
YJR070C	2.51188336097887	0	0	-4.5	53	0.415094339622642	27.3
YJR072C	2.5854607295085	NA	0	NA	NA	NA	26.8
YJR073C	2.31386722036915	0	-1.3	-6.1	25	0.36	27.7
YJR074W	2.3384564936046	NA	-4.3	NA	NA	NA	NA
YJR075W	2.59769518592551	0	-1.4	-9.2	50	0.42	29.1
YJR076C	2.61804809671209	0	-1.9	-9.5	65	0.4	32.1
YJR077C	2.49276038902684	0	-1.2	-8.5	27	0.37037037037037	24.1
YJR078W	2.65609820201283	NA	-0.1	NA	NA	NA	NA
YJR079W	2.03742649794062	NA	-3.9	NA	NA	NA	NA
YJR080C	2.59549622182557	NA	-0.4	NA	NA	NA	29.7
YJR082C	2.05307844348342	2	-1.4	-6	141	0.354609929078014	30.3
YJR083C	2.48995847942483	0	-0.1	-5.2	42	0.380952380952381	34.1
YJR084W	2.62634036737504	NA	-1.9	NA	NA	NA	34.4
YJR085C	2.02118929906994	0	-2.3	-10.5	14	0.357142857142857	30.8
YJR086W	2.04139268515822	0	0	-1.1	14	0.357142857142857	26.4
YJR088C	2.46538285144842	0	0	-5.6	51	0.411764705882353	35.9
YJR089W	2.9795483747041	NA	-2	NA	NA	NA	47.6
YJR090C	3.06107532362979	NA	-3.3	NA	NA	NA	26.7
YJR091C	3.03782475058834	NA	-0.9	NA	NA	NA	3.7
YJR092W	3.16046853111904	NA	0	NA	NA	NA	NA
YJR093C	2.51454775266029	0	-0.4	-4.6	86	0.383720930232558	32.2
YJR094C	2.55630250076729	NA	0	NA	NA	NA	NA
YJR094W-A	1.96378782734556	0	0	-9	21	0.333333333333333	22.8
YJR095W	2.50785587169583	NA	0	NA	NA	NA	NA
YJR096W	2.45024910831936	NA	-1.6	NA	NA	NA	NA
YJR097W	2.23552844690755	0	-2.2	-10	106	0.330188679245283	27
YJR098C	2.81690383937566	NA	-2.9	NA	NA	NA	NA
YJR099W	2.37291200297011	NA	-0.7	NA	NA	NA	21
YJR100C	2.51454775266029	0	-0.3	-12.5	7	0.714285714285714	32.5
YJR101W	2.42488163663107	NA	-6.8	NA	NA	NA	30.2
YJR102C	2.30535136944662	NA	-5	NA	NA	NA	2.5
YJR103W	2.76192783842053	NA	-0.4	NA	NA	NA	29.3
YJR104C	2.18752072083646	0	0	-3.6	44	0.363636363636364	25.3
YJR105W	2.53147891704225	0	0	-5.9	33	0.393939393939394	21
YJR106W	2.86033800657099	NA	0	NA	NA	NA	35
YJR107W	2.51587384371168	NA	-5.4	NA	NA	NA	NA
YJR108W	2.0899051114394	NA	0	NA	NA	NA	NA
YJR109C	3.0484418035504	NA	0	NA	NA	NA	4.8
YJR110W	2.83758843823551	NA	-1.2	NA	NA	NA	29.8
YJR111C	2.45178643552429	NA	0	NA	NA	NA	37.7
YJR112W	2.30319605742049	0	0	-10.4	20	0.3	34.1
YJR112W-A	2.03742649794062	NA	0	NA	NA	NA	0.6
YJR113C	2.39269695325967	NA	-2.1	NA	NA	NA	33.6
YJR116W	2.4456042032736	NA	-1.8	NA	NA	NA	NA
YJR117W	2.65609820201283	0	-2.8	-6.4	31	0.419354838709677	23.8
YJR118C	2.30749603791321	0	-0.2	-3.3	39	0.41025641025641	27.3
YJR119C	2.86213137931304	0	0	-9.2	10	0.5	36.5
YJR120W	2.06445798922692	NA	-0.2	NA	NA	NA	NA
YJR121W	2.70842090013471	NA	0	NA	NA	NA	0.4
YJR122W	2.69635638873333	NA	-4.7	NA	NA	NA	42.2
YJR123W	2.35218251811136	0	0	-3	37	0.405405405405405	19.5
YJR124C	2.65127801399814	NA	0	NA	NA	NA	37.7
YJR125C	2.61066016308988	0	-0.7	-6.4	61	0.409836065573771	29.3
YJR126C	2.90902085421116	NA	-0.5	NA	NA	NA	NA
YJR127C	3.13987908640124	NA	-1.6	NA	NA	NA	NA
YJR129C	2.53019969820308	0	-2.9	-5.9	47	0.382978723404255	18
YJR130C	2.8055008581584	2	0	-6	77	0.376623376623377	36
YJR131W	2.73957234445009	NA	0	NA	NA	NA	29.9
YJR132W	3.02036128264771	0	-0.4	-8.3	62	0.403225806451613	30.7
YJR133W	2.32014628611105	NA	-1.1	NA	NA	NA	NA
YJR135C	2.37839790094814	0	-0.3	-11.4	1	1	41.8
YJR135W-A	1.93951925261862	NA	0	NA	NA	NA	NA
YJR136C	2.62428209583567	NA	0	NA	NA	NA	26.4
YJR137C	3.15896526038341	0	-0.4	-8.7	44	0.363636363636364	30.5
YJR138W	3.19975517725347	NA	-1.6	NA	NA	NA	27.5
YJR139C	2.55509444857832	0	0	-6.3	65	0.4	21.5
YJR140C	3.2169572073611	NA	0	NA	NA	NA	23.4
YJR141W	2.54032947479087	NA	0	NA	NA	NA	18.1
YJR142W	2.53402610605613	NA	-4.3	NA	NA	NA	NA
YJR143C	2.8819549713396	NA	-3.7	NA	NA	NA	22.4
YJR144W	2.42975228000241	NA	-2	NA	NA	NA	25.5
YJR147W	2.55388302664387	0	-7.6	-19.9	37	0.405405405405405	35.3
YJR148W	2.57518784492766	0	-1.6	-5.3	25	0.36	23.8
YJR149W	2.60638136511061	0	0	-13.1	103	0.339805825242718	34.4
YJR150C	2.47421626407626	NA	-0.8	NA	NA	NA	NA
YJR152W	2.73479982958885	NA	0	NA	NA	NA	NA
YJR153W	2.55750720190566	NA	-3.7	NA	NA	NA	NA
YJR154W	2.53907609879278	NA	-0.5	NA	NA	NA	NA
YJR155W	2.45939248775923	NA	-2.8	NA	NA	NA	NA
YKL001C	2.30535136944662	0	0	-8.2	45	0.377777777777778	31.3
YKL002W	2.3654879848909	0	-1.7	-15.5	41	0.390243902439024	28.5
YKL003C	2.11727129565576	NA	0	NA	NA	NA	22.7
YKL004W	2.60314437262018	NA	0	NA	NA	NA	3.6
YKL005C	2.77378644498119	0	-0.4	-14.4	99	0.353535353535354	40.8
YKL006C-A	1.98677173426624	NA	0	NA	NA	NA	13.1
YKL007W	2.42813479402879	0	-0.5	-6.3	30	0.4	31.7
YKL008C	2.62117628177504	NA	-1	NA	NA	NA	35.5
YKL009W	2.37291200297011	0	-2.4	-3.1	37	0.405405405405405	29.7
YKL010C	3.17114115102838	NA	0	NA	NA	NA	NA
YKL011C	2.54777470538782	0	-1.6	-6.9	4	0.75	38.9
YKL012W	2.76566855475901	0	-2.7	-18.3	61	0.409836065573771	30.3
YKL013C	2.23299611039215	NA	0	NA	NA	NA	24.8
YKL014C	3.2464985807958	NA	-0.9	NA	NA	NA	1.8
YKL015W	2.99078269180314	0	-0.6	-7.1	99	0.353535353535354	31.8
YKL016C	2.2405492482826	0	0	-5.4	72	0.388888888888889	24.1
YKL017C	2.83442070368153	0	0	-10	9	0.555555555555556	31.2
YKL018C-A	1.99563519459755	NA	-0.2	NA	NA	NA	3.6
YKL018W	2.51719589794997	NA	0	NA	NA	NA	36.6
YKL019W	2.4996870826184	NA	-1.8	NA	NA	NA	50.2
YKL020C	3.03422726077055	0	-2.7	-14.3	28	0.392857142857143	34.6
YKL021C	2.67024585307412	NA	0	NA	NA	NA	NA
YKL022C	2.92427928606188	NA	-3.8	NA	NA	NA	NA
YKL023W	2.44247976906445	0	-1.4	-8.2	28	0.392857142857143	36.6
YKL024C	2.3096301674259	NA	-0.6	NA	NA	NA	5.9
YKL025C	2.8318697742805	0	-1.5	-10.5	35	0.4	33.6
YKL026C	2.22271647114758	NA	0	NA	NA	NA	NA
YKL027W	2.65030752313194	0	0	-6.5	58	0.396551724137931	33.9
YKL028W	2.68304703823885	NA	-7.5	NA	NA	NA	NA
YKL029C	2.82542611776782	0	-2.5	-5	50	0.42	21.2
YKL032C	2.77597433112937	NA	-2.4	NA	NA	NA	NA
YKL033W	3.01619735351244	0	-3.9	-10.3	7	0.714285714285714	34.1
YKL033W-A	2.37291200297011	0	-0.6	-11.1	77	0.376623376623377	30.2
YKL034W	2.87966920563205	0	-1.7	-5.9	92	0.358695652173913	30.5
YKL035W	2.69810054562339	NA	-0.9	NA	NA	NA	NA
YKL037W	2.07188200730613	NA	-5.5	NA	NA	NA	NA
YKL038W	3.06818586174616	NA	0	NA	NA	NA	32.4
YKL039W	2.71850168886727	0	-2.9	-9	169	0.384615384615385	30.3
YKL040C	2.40823996531185	0	-0.6	-5.7	77	0.376623376623377	34.1
YKL041W	2.35024801833416	NA	-0.6	NA	NA	NA	6.2
YKL042W	2.55990662503611	0	-0.2	-6.9	139	0.352517985611511	23.6
YKL043W	2.56348108539441	NA	-1	NA	NA	NA	NA
YKL045W	2.72263392253381	0	0	-7.7	68	0.382352941176471	34.1
YKL046C	2.65224634100332	NA	-0.9	NA	NA	NA	24
YKL047W	2.71264970162721	NA	-3.6	NA	NA	NA	25.6
YKL048C	2.80617997398389	NA	-2.5	NA	NA	NA	NA
YKL049C	2.35983548233989	0	0	-2.6	45	0.377777777777778	32
YKL050C	2.96473092105363	NA	0	NA	NA	NA	NA
YKL051W	2.54777470538782	NA	0	NA	NA	NA	NA
YKL052C	2.46538285144842	0	-4.4	-5.7	24	0.333333333333333	33
YKL053C-A	1.93449845124357	NA	0	NA	NA	NA	NA
YKL054C	2.86805636182304	0	0	-0.3	111	0.333333333333333	21.6
YKL055C	2.44404479591808	0	-3.7	-17.6	29	0.379310344827586	54.4
YKL056C	2.22271647114758	0	0	-4	40	0.4	24.4
YKL057C	3.01577875638904	0	0	-5.7	31	0.419354838709677	23.9
YKL058W	2.08635983067475	0	-0.5	-7.1	31	0.419354838709677	29.6
YKL059C	2.64443858946784	0	-1.3	-14.5	61	0.409836065573771	27.9
YKL060C	2.55509444857832	0	0	-4.6	25	0.36	19.4
YKL061W	2.05307844348342	NA	-0.5	NA	NA	NA	28.6
YKL062W	2.79934054945358	NA	0	NA	NA	NA	NA
YKL063C	2.22271647114758	0	-1	-13	158	0.367088607594937	38.9
YKL064W	2.98632377705077	1	0	-13.1	209	0.382775119617225	41.4
YKL065C	2.31386722036915	0	0	-5.5	37	0.405405405405405	26.1
YKL065W-A	1.86332286012046	NA	-0.6	NA	NA	NA	NA
YKL067W	2.1846914308176	0	0	-7.2	20	0.3	32.3
YKL068W	2.98181860717066	0	-9.2	-7.4	121	0.355371900826446	33.2
YKL068W-A	1.89209460269048	0	0	-1.05	46	0.391304347826087	40.4
YKL069W	2.25527250510331	0	0	-7.9	9	0.555555555555556	26.2
YKL070W	2.22788670461367	NA	-3.1	NA	NA	NA	NA
YKL071W	2.40823996531185	NA	0	NA	NA	NA	NA
YKL072W	2.8842287696326	NA	0	NA	NA	NA	NA
YKL073W	2.94497590841205	NA	-3.1	NA	NA	NA	25.5
YKL074C	2.72181061521255	NA	0	NA	NA	NA	39.4
YKL075C	2.65321251377534	NA	-1.7	NA	NA	NA	1.4
YKL077W	2.59328606702046	0	-7.7	-13.6	53	0.415094339622642	28.6
YKL078W	2.86628733908419	0	-3.8	-12.4	34	0.382352941176471	31.2
YKL079W	2.81690383937566	0	-2.1	-8.1	57	0.385964912280702	23.1
YKL080W	2.59328606702046	0	-0.5	-9.4	106	0.330188679245283	33.4
YKL081W	2.61489721603313	0	-3	-3.1	4	0.75	22.1
YKL082C	2.63748972951251	0	-1.2	-8	66	0.393939393939394	10.4
YKL084W	2.06445798922692	0	0	-12	27	0.37037037037037	26.5
YKL085W	2.52374646681156	0	0	-11.4	137	0.357664233576642	25.6
YKL086W	2.10380372095596	NA	0	NA	NA	NA	NA
YKL087C	2.35024801833416	NA	0	NA	NA	NA	28.5
YKL088W	2.75663610824585	0	-1.3	-5.2	30	0.4	32.9
YKL089W	2.73957234445009	NA	-0.5	NA	NA	NA	33.5
YKL091C	2.49136169383427	NA	0	NA	NA	NA	31.7
YKL092C	3.04296907339318	0	-1.9	-12.8	77	0.376623376623377	31.8
YKL093W	2.53019969820308	NA	-0.3	NA	NA	NA	NA
YKL094W	2.49554433754645	0	0	-5.9	19	0.263157894736842	30.9
YKL095W	2.44404479591808	0	-3.3	-6.6	86	0.383720930232558	NA
YKL096C-B	1.69019608002851	NA	-2.7	NA	NA	NA	NA
YKL096W	2.37839790094814	0	0	-0.4	48	0.395833333333333	25.4
YKL096W-A	1.96378782734556	NA	0	NA	NA	NA	0.4
YKL098W	2.55266821611219	1	-1.1	-10.5	16	0.3125	40.5
YKL099C	2.39794000867204	NA	-0.5	NA	NA	NA	31.4
YKL100C	2.76863810124761	1	-3.6	-7.5	24	0.333333333333333	36.2
YKL101W	3.18127177155946	0	0	-9.7	270	0.366666666666667	24.6
YKL103C	2.71096311899528	0	0	-5.7	46	0.391304347826087	23.2
YKL104C	2.8555191556678	0	0	-5.6	203	0.38423645320197	24.7
YKL105C	3.05384642685225	NA	-2.3	NA	NA	NA	NA
YKL106W	2.65417654187796	NA	-4.9	NA	NA	NA	NA
YKL107W	2.48995847942483	NA	-1.3	NA	NA	NA	NA
YKL108W	2.65609820201283	0	-1.6	-9.6	21	0.333333333333333	37.7
YKL109W	2.74350976472843	NA	0	NA	NA	NA	NA
YKL110C	2.49554433754645	1	-1.8	-8.8	60	0.4	24.5
YKL112W	2.86391737695786	0	-1	-7.1	87	0.379310344827586	30.7
YKL113C	2.58206336291171	0	-1.7	-4.6	27	0.37037037037037	29.4
YKL114C	2.56466606425209	NA	-0.8	NA	NA	NA	32.2
YKL116C	2.71432975974523	NA	-3.6	NA	NA	NA	NA
YKL117W	2.33445375115093	0	0	-5.5	57	0.385964912280702	23.5
YKL119C	2.33243845991561	NA	0	NA	NA	NA	27.5
YKL120W	2.51054501020661	0	-0.9	-4.7	91	0.362637362637363	32
YKL121W	2.9304395947667	NA	-1.8	NA	NA	NA	NA
YKL122C	2.22271647114758	0	-0.8	-8.3	26	0.384615384615385	28.5
YKL124W	2.76267856372744	NA	-2.2	NA	NA	NA	5.6
YKL125W	2.79726754083072	0	-2.7	-6.1	92	0.358695652173913	22.4
YKL126W	2.83250891270624	NA	-0.3	NA	NA	NA	NA
YKL127W	2.75587485567249	0	-0.5	-6	26	0.384615384615385	25.6
YKL128C	2.46982201597816	NA	-3.3	NA	NA	NA	26.6
YKL129C	3.1044871113124	NA	-1.6	NA	NA	NA	28.4
YKL130C	2.39093510710338	NA	0	NA	NA	NA	36.2
YKL132C	2.63346845557959	0	0	-7.2	40	0.4	36.8
YKL133C	2.66558099101795	NA	-0.6	NA	NA	NA	NA
YKL134C	2.88761730033574	0	-1.1	-6.7	53	0.415094339622642	21.1
YKL135C	2.86093662070009	0	-1.1	-8.5	86	0.383720930232558	33.3
YKL137W	2.04532297878666	NA	-0.6	NA	NA	NA	NA
YKL138C	2.11727129565576	0	-1	-7.1	59	0.406779661016949	23
YKL138C-A	1.83884909073726	NA	-0.2	NA	NA	NA	27.8
YKL140W	2.73878055848437	NA	-2.8	NA	NA	NA	NA
YKL141W	2.29666519026153	0	0	-8.4	28	0.392857142857143	29.1
YKL142W	2.34044411484012	NA	0	NA	NA	NA	30.5
YKL143W	2.66558099101795	NA	0	NA	NA	NA	24.3
YKL144C	2.32633586092875	NA	0	NA	NA	NA	28.2
YKL145W	2.66931688056611	0	0	-4.9	24	0.333333333333333	26.3
YKL146W	2.84010609445676	0	-1.8	-13.3	20	0.3	34.6
YKL148C	2.80617997398389	0	0	-2	153	0.366013071895425	27.6
YKL149C	2.60745502321467	NA	-3.7	NA	NA	NA	NA
YKL150W	2.48000694295715	NA	0	NA	NA	NA	42.3
YKL151C	2.52762990087134	NA	-3.9	NA	NA	NA	26.4
YKL152C	2.39269695325967	0	0	-6	24	0.333333333333333	23.9
YKL154W	2.38738982633873	NA	-0.6	NA	NA	NA	5.7
YKL155C	2.7979596437372	0	-2.7	-11.4	42	0.380952380952381	23.2
YKL156W	1.91381385238372	NA	0	NA	NA	NA	22.5
YKL157W	2.97863694838447	0	-1	-7.9	38	0.394736842105263	23.5
YKL159C	2.32428245529769	0	0	-1.5	50	0.42	33.2
YKL160W	2.16136800223497	0	0	-4.6	9	0.555555555555556	22.8
YKL161C	2.63648789635337	NA	-1.5	NA	NA	NA	38.4
YKL162C	2.60422605308447	NA	-1.5	NA	NA	NA	NA
YKL165C	2.96331551138611	0	-0.5	-8.8	30	0.4	17.6
YKL166C	2.59988307207369	0	-2.7	-11.5	155	0.367741935483871	27
YKL167C	2.13672056715641	0	0	-9.2	21	0.333333333333333	41.1
YKL168C	2.85973856619715	0	-5.8	-7.4	11	0.454545454545455	30.2
YKL170W	2.13987908640124	0	-0.9	-13.2	74	0.378378378378378	34.2
YKL171W	2.96754797621886	0	-3.1	-8.2	90	0.366666666666667	28
YKL172W	2.63042787502502	0	0	-4.4	36	0.416666666666667	25.1
YKL173W	3.00346053210951	NA	-1.1	NA	NA	NA	0.8
YKL174C	2.79098847508882	1	0	-6.3	105	0.333333333333333	32.8
YKL175W	2.70156798505593	0	-0.7	-9.6	31	0.419354838709677	27.6
YKL176C	2.91803033678488	1	0	-8.7	343	0.408163265306122	37.8
YKL178C	2.67209785793572	NA	-1.2	NA	NA	NA	NA
YKL179C	2.8318697742805	NA	-4.2	NA	NA	NA	NA
YKL180W	2.26481782300954	0	0	-6.3	22	0.363636363636364	21.4
YKL181W	2.63042787502502	NA	-1.4	NA	NA	NA	NA
YKL182W	3.31196566036837	1	0	-7	325	0.4	24
YKL183C-A	1.84509804001426	NA	-1.3	NA	NA	NA	NA
YKL183W	2.48572142648158	NA	0	NA	NA	NA	30.6
YKL184W	2.66838591669	0	-0.9	-10.2	153	0.366013071895425	39.6
YKL185W	2.76937732607614	NA	-4.1	NA	NA	NA	41.6
